"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"19506","Ska","Jaya The Cat","Sweet Eurotrash","2RUDlsSK1x8aiyE9uESsUL",32,0.0606,0.621,181750,0.82,0,"E",0.274,-7.094,"Minor",0.0343,103.539,"4/4",0.902
"19507","R&B","Kehlani","Footsteps (feat. Musiq Soulchild)","4k6hX9RKD096K1NCjjJZLc",73,0.817,0.42,273349,0.638,0,"D",0.371,-4.212,"Major",0.209,88.546,"4/4",0.478
"19508","Anime","ko-ko-ya","Cenote","4uRs2zMJCTFwLRF7QMwRSd",18,0.972,0.246,113933,0.239,0.0264,"D",0.284,-10.209,"Minor",0.0339,130.085,"3/4",0.0374
"19509","Dance","Ella Vos","Cast Away - Ghost Loft Remix","0lYbmuCR4mrY0ofuSqZyYS",43,0.0241,0.662,166714,0.377,0.000909,"D#",0.256,-10.879,"Minor",0.0472,139.996,"4/4",0.318
"19510","Classical","DragonForce","Lost Souls In Endless Time - Inhuman Rampage Special Edition","3EBWjgqmB74ILFbBTCrXQa",29,0.00247,0.44,382173,0.951,0.0012,"G",0.103,-4.704,"Major",0.0815,100.029,"4/4",0.158
"19511","Dance","Colbie Caillat","Realize","5OGkKx8jP0A5KSULEc6XYZ",58,0.142,0.699,244107,0.607,0,"C#",0.105,-6.312,"Major",0.0347,123.95,"4/4",0.156
"19512","Movie","Judy Kuhn","Help Me","2a5XThFZuTt6VGKQdR5egj",7,0.858,0.398,197160,0.278,5.07e-05,"G",0.127,-11.074,"Major",0.0617,82.902,"4/4",0.285
"19513","R&B","Megan Thee Stallion","Tina Montana","4RjO06903bR59kYRulI1zw",48,0.0971,0.947,171377,0.784,0,"C#",0.122,-5.442,"Major",0.271,120.027,"4/4",0.29
"19514","Children’s Music","Anthem Lights","What a Beautiful Name / Tremble","4NnuFL8JVofzfSBMQn4UkN",49,0.744,0.372,188894,0.327,0,"A",0.107,-5.671,"Major",0.0288,134.618,"4/4",0.236
"19515","Country","Confederate Railroad","Trashy Women - Remastered Version","7EeTwuxEO4JXNbQP7nhrDB",53,0.0452,0.639,194800,0.795,0,"A",0.121,-6.634,"Major",0.0344,142.566,"4/4",0.864
"19516","Blues","Chris Kenner","I Like It Like That","5wIxMTfyrSEx4w1MxaM96c",31,0.832,0.589,117600,0.568,0,"F",0.272,-11.295,"Major",0.0806,144.566,"4/4",0.777
"19517","Country","Kane Brown","Lost in the Middle of Nowhere (feat. Becky G)","6zT47fVadGsDGLnsS82r5P",72,0.00184,0.559,188920,0.754,0.000462,"F#",0.0366,-5.344,"Minor",0.0481,85.993,"4/4",0.438
"19518","Dance","Taylor Swift","Back To December","3DrjZArsPsoqbLzUZZV1Id",60,0.117,0.529,293027,0.67,0,"D",0.334,-4.663,"Major",0.0303,141.893,"4/4",0.286
"19519","Alternative","Biig Piig","Vete","37n8qUcQJJYRJKNMILiVvR",47,0.301,0.665,224299,0.292,3.01e-06,"D",0.0687,-11.991,"Minor",0.186,74.815,"4/4",0.272
"19520","Opera","Gaetano Donizetti","Don Pasquale, Act I Quinta Scena: Pronto io son, purch'io non manchi (Norina/Malatesta)","2TV76bdHYgmpEb0ZckSDhK",8,0.966,0.427,186938,0.219,0.000472,"C",0.401,-18.281,"Major",0.0934,82.593,"4/4",0.25
"19521","Blues","Rufus Thomas","Walking the Dog","6iFYsQckCCtGsabW0rXEPn",34,0.598,0.805,157760,0.442,4.52e-05,"G#",0.0416,-11.076,"Major",0.0337,115.436,"4/4",0.737
"19522","Alternative","Evans Blue","Beyond The Stars","5xetBdYzklZ71hbHjXb4Zf",53,6.72e-06,0.406,222049,0.952,0.0252,"G#",0.198,-2.987,"Major",0.0424,88.563,"4/4",0.534
"19523","Jazz","Yes","Roundabout - Remastered Early Rough Mix","1x1ENkGjxgRG3nmfEnS2XJ",49,0.155,0.427,515133,0.675,0.0873,"E",0.114,-9.76,"Minor",0.0566,133.091,"4/4",0.324
"19524","Classical","Pyotr Ilyich Tchaikovsky","Swan Lake, Op. 20, Act II No. 12: Act II By a Lake: No. 12. Scene: Allegro","0e8dLfh5E1Zj6WIAQWvNqf",33,0.869,0.412,219400,0.0652,0.842,"F#",0.12,-21.929,"Minor",0.038,117.922,"4/4",0.124
"19525","Anime","Nobuo Uematsu","FITHOS LUSEC WECOS VINOSEC","3XDbGXY9gFbqUZjxBlam1R",29,0.0326,0.59,273467,0.429,0.67,"G",0.175,-12.606,"Minor",0.0333,109.947,"4/4",0.105
"19526","R&B","Noname","Reality Check (feat. Akenya & Eryn Allen Kane)","0UVfZ1QfaSPqRHhmZNVI71",60,0.525,0.722,183136,0.519,0.000494,"F#",0.105,-10.018,"Major",0.229,95.014,"4/4",0.655
"19527","Soundtrack","Daniel Pemberton","Take You Down","6LPCTCA006xYxIthOPHzFX",30,0.000503,0.514,206947,0.782,0.761,"E",0.318,-9.706,"Major",0.0434,102.988,"4/4",0.18
"19528","World","Housefires","You Are My Peace (Reprise)","2meX5KpEbJ6a73hvpfhBvD",36,0.3,0.375,205092,0.655,0,"A",0.317,-5.451,"Major",0.0568,76.096,"4/4",0.335
"19529","Soundtrack","Ramin Djawadi","The Rains of Castamere (Arr. Lawson)","5afToH5PONc8Vbn0WXIbbR",33,0.99,0.204,187413,0.0901,0.965,"G",0.0845,-21.353,"Minor",0.038,81.843,"4/4",0.0352
"19530","Rock","blink-182","Man Overboard","72iJsJMdTGjshAZdNJbSKU",58,0.00102,0.213,166673,0.875,2.07e-05,"G",0.0916,-5.854,"Major",0.0532,195.28,"4/4",0.664
"19531","Rap","Sick Puppies","You're Going Down","5omWAB5iNMHvbAfBSzkdu8",66,0.0116,0.488,187347,0.842,0.00127,"F#",0.146,-5.926,"Major",0.0469,90.003,"4/4",0.41
"19532","World","Ryuichi Sakamoto","andata - Oneohtrix Point Never Remix","6WXagJUsxDUADJyBlW7U0g",25,0.609,0.177,259924,0.11,0.911,"G#",0.105,-12.024,"Minor",0.0314,88.938,"4/4",0.0389
"19533","Indie","My Bloody Valentine","When You Sleep","3HfEgAaf0koxBpBB8NvGda",51,0.000295,0.4,251933,0.82,0.79,"B",0.236,-12.281,"Major",0.0466,128.894,"4/4",0.135
"19534","Indie","Flume","Lose It (feat. Vic Mensa)","4O4isJJBeAlmiP27sCDZ4e",49,0.0876,0.605,225853,0.853,0,"A",0.214,-2.765,"Minor",0.321,130.027,"4/4",0.61
"19535","World","Aphex Twin","#19","4rBDwVatn86sMwFiSv5a89",32,0.354,0.709,357533,0.263,0.857,"E",0.0686,-22.191,"Minor",0.0442,108.925,"4/4",0.233
"19536","Comedy","Chris Rock","The Church of the ATM - GH Version","5B8xdOtwLUjmqTZ0ispjMB",27,0.648,0.704,170600,0.701,0,"A#",0.63,-12.264,"Major",0.951,84.448,"4/4",0.222
"19537","Movie","Frank Churchill","Overture - Snow White - From ""Snow White and the Seven Dwarfs""/Score","1f2AxLw3LM7Mnde7fDPSaG",0,0.724,0.199,132493,0.283,0.607,"A#",0.324,-13.198,"Major",0.0351,136.143,"5/4",0.146
"19538","World","Brian Johnson","Love Came Down (If My Heart Is Overwhelmed) - Live","27Ao1nh2vh3y82VZ7Yd67R",41,0.817,0.352,333627,0.261,0,"G#",0.252,-10.862,"Major",0.0354,121.946,"4/4",0.238
"19539","Rock","Tenth Avenue North","You Are More","72VNLbfQELdPaKMTNjT2eB",52,0.0172,0.508,217400,0.589,0,"G",0.129,-7.204,"Major",0.036,132.043,"4/4",0.353
"19540","Indie","Kane Strang","My Smile Is Extinct","7wv0Zanc5O6REOUYAK7xMb",53,0.000671,0.717,204684,0.535,0.0533,"A",0.102,-8.757,"Major",0.0327,117.992,"4/4",0.768
"19541","Electronic","Wuki","Catch Ya Breath","7DiEAH2tc7PUZtCmxcybp0",23,0.000471,0.815,182109,0.98,0.881,"E",0.121,-3.274,"Major",0.0574,128.006,"4/4",0.036
"19542","Comedy","Artie Lange","Italian Mother","2XXRnBN8IYYX3bRkGavjGr",15,0.724,0.512,99627,0.99,0,"F#",0.896,-7.794,"Major",0.893,106.551,"4/4",0.0879
"19543","Country","Drive-By Truckers","Gravity's Gone","1mWCI4rxvYF9ELliQg1iUg",44,0.000108,0.563,213173,0.834,0.0505,"G",0.144,-5.628,"Major",0.0323,127.237,"4/4",0.447
"19544","Soundtrack","John Williams","Concerto for Trumpet and Orchestra: II. Slowly","7LrUIKD7raIP8nxYqCjjjq",11,0.978,0.209,467413,0.0565,0.925,"G",0.0847,-22.364,"Major",0.0419,107.766,"3/4",0.0356
"19545","Pop","Dua Lipa","Blow Your Mind (Mwah)","7kJlTKjNZVT26iwiDUVhRm",73,0.0188,0.654,178583,0.796,0,"D",0.0948,-4.761,"Minor",0.122,108.854,"4/4",0.491
"19546","Electronic","Basement Jaxx","Do Your Thing - Robbie Rivera Remix","5exnmzaanfQ29tsn9zkSR6",0,0.00198,0.613,215587,0.93,0.762,"A#",0.645,-4.637,"Minor",0.0546,123.974,"4/4",0.374
"19547","Comedy","Stephen Lynch","Hey Love","2FJH9KhMnNQs3haN52PCWJ",23,0.864,0.508,254667,0.149,0.00073,"C",0.0917,-12.75,"Major",0.0266,83.531,"4/4",0.463
"19548","Jazz","Thievery Corporation","Satyam Shivam Sundaram","61koRcebrK0am0azGb8i9h",29,0.0327,0.648,239173,0.374,0.0298,"C",0.0967,-9.658,"Major",0.031,89.481,"4/4",0.184
"19549","Rap","Slipknot","Wait and Bleed","2gscB6kDOmrv1P6qs2KXE3",70,0.00208,0.382,147840,0.996,0,"G",0.417,-4.119,"Major",0.104,93.345,"4/4",0.327
"19550","Rock","Rehab","Sittin' At a Bar - The Original","3SvqR7QTCJNJutRAXzEiHv",49,0.182,0.752,235667,0.566,0,"C#",0.666,-6.677,"Minor",0.162,74.869,"4/4",0.727
"19551","Classical","Franz Liszt","Nuages gris, S.199","4TMivzaiEyjmcd5aJiPsC7",22,0.991,0.332,182707,9e-04,0.962,"A#",0.111,-40.008,"Major",0.0468,106.791,"4/4",0.152
"19552","Classical","Wolfgang Amadeus Mozart","Cassation in G Major, K. 63: I. Marche","29bBbQJPXjoQRAIwVkGrYy",14,0.81,0.363,148027,0.215,0.498,"D",0.183,-20.489,"Major",0.0528,92.967,"4/4",0.182
"19553","Children’s Music","Aaron Lewis","The Road","0OtKAoHjNQ3bih9sllLPHs",45,0.16,0.632,168507,0.667,0.000119,"F#",0.123,-6.952,"Major",0.0359,160.09,"4/4",0.768
"19554","Electronic","Jamiroquai","Superfresh - Oliver Heldens Remix","0Yi3R5TCx1iivOOVBsF9HK",43,0.00789,0.827,203642,0.713,0.118,"F",0.0758,-7.462,"Minor",0.0412,124.992,"4/4",0.665
"19555","World","DJ Drez","Dragon Mudra","09R1AHpgVUHaMSYxgIecoD",25,0.00949,0.833,323626,0.407,0.78,"C",0.13,-8.576,"Minor",0.0394,120.018,"4/4",0.632
"19556","R&B","Nicotine's Famous Honey","Bantu Knots and Boudain","3SEt4VV7xB3s7CGldzU2uk",45,0.291,0.643,183000,0.55,0.00273,"A",0.0996,-10.813,"Major",0.177,80.07,"4/4",0.784
"19557","Pop","Young Thug","Check","1jk9c0gZI0wbn5GvAj7PBV",66,0.0428,0.667,230693,0.581,0,"C",0.183,-5.164,"Minor",0.323,110.953,"4/4",0.368
"19558","Opera","Nicola Porpora","Orfeo: Aria : ""Dall'amor più sventurato""","6Nsnv2KmgG6zopCnAY64Fh",12,0.962,0.403,258573,0.245,7.97e-05,"G#",0.227,-15.836,"Major",0.0539,122.638,"3/4",0.457
"19559","Comedy","Gary Gulman","Is It a Boy or Girl?","6854sfY3cMuvBn9CkoV7GR",15,0.693,0.693,71509,0.25,0,"C#",0.885,-20.653,"Major",0.932,95.73,"4/4",0.743
"19560","Jazz","Jimmy Durante","Young at Heart - Remastered","5cRlfLqIq36VY4czsSGoC3",3,0.509,0.411,168347,0.269,5.51e-05,"A#",0.135,-11.308,"Major",0.0396,83.193,"4/4",0.492
"19561","Movie","Randy Crenshaw","Wonderful Christmastime","2VmipRkRAi9F78zojC3CzN",13,0.625,0.684,156587,0.578,0,"C",0.0976,-8.176,"Major",0.0294,95.008,"4/4",0.416
"19562","Movie","Randy Newman","Jessie's In Trouble","0ptYstgElvfIdDu0NzWe9l",24,0.801,0.347,134747,0.129,0.656,"D",0.17,-14.784,"Major",0.0368,142.097,"4/4",0.0773
"19563","Classical","Benjamin Britten","A Midsummer Night's Dream / Act 2: A Midsummer Night's Dream, Act 2: ""On The Ground, Sleep Sound""","0JnKEzgWbfvXCC9mn9xtqk",23,0.955,0.0798,184693,0.0349,0.83,"F",0.0973,-29.814,"Minor",0.0452,173.507,"4/4",0.0296
"19564","Reggae","The Congos","Children Crying","7LVssm8ZpyZhS87Bycccq0",31,0.124,0.576,234893,0.45,1.15e-06,"G#",0.104,-15.42,"Major",0.0357,140.192,"4/4",0.938
"19565","Country","Kip Moore","Beer Money","61voPX1C71rhwynuLQyajo",56,0.0223,0.745,218147,0.805,1.06e-06,"D",0.13,-5.549,"Major",0.0307,126.065,"4/4",0.765
"19566","Comedy","The Jerky Boys","The Gay Model","2tfSvPJCxeEWw22G0tP1j7",17,0.988,0.61,194400,0.419,0,"G",0.697,-12.431,"Major",0.957,63.764,"5/4",0.65
"19567","Blues","Chris Smither","Outside In","2UkTauEJ6yPkVEVw9YuQKL",26,0.925,0.485,251960,0.307,0.015,"A",0.109,-12.69,"Major",0.0342,79.81,"4/4",0.437
"19568","Electronic","Bassnectar","Flash Back","2MdbVjVnZORe2ZH3OSb8VL",32,0.0288,0.445,251357,0.755,0.0014,"D",0.28,-3.801,"Minor",0.0323,140.117,"4/4",0.206
"19569","Electronic","Valentino Khan","Deep Down Low - Cesqeaux & Yellow Claw Remix","5fYGXGauh8eC1BK7TwM7e0",29,0.0685,0.757,179525,0.987,0.67,"F",0.226,-3.34,"Minor",0.176,150.037,"4/4",0.559
"19570","Electronic","Hooverphonic","Romantic","0uq1Z8z4sNHK1QlC14lLX6",48,0.00352,0.596,197400,0.793,0.00374,"G#",0.0697,-6.306,"Major",0.0313,109.982,"4/4",0.612
"19571","Country","Billy Ray Cyrus","Back To Tennessee","7k4yBR4G1VDKDB5MVFWP0n",39,0.0967,0.54,255547,0.768,0,"C",0.14,-6.002,"Major",0.0462,118.956,"4/4",0.356
"19572","Indie","of Montreal","it's different for girls","17Tg9KYEkRRmftzs6BcFYY",47,0.000523,0.6,239227,0.818,0.00292,"C",0.505,-6.325,"Major",0.0271,114.004,"4/4",0.678
"19573","Reggae","Pj Sin Suela","Perdona La Espera","2nLugyiHThtjdaSjKDWgSC",30,0.272,0.593,222037,0.937,0,"A#",0.292,-3.065,"Minor",0.264,92.946,"4/4",0.718
"19574","Ska","We Are The Union","You Can Have This Microphone When You Pry It From My Cold, Dead Fingers","1LppUhXMiQEjnlYDY4TCMe",15,0.00175,0.546,144014,0.916,5.43e-06,"C#",0.4,-4.875,"Major",0.058,107.911,"4/4",0.664
"19575","Folk","Jessica Pratt","Moon Dude","0OmB7OmY3dYTcsDj2ygAF8",46,0.895,0.407,220293,0.251,0.000164,"B",0.183,-11.677,"Minor",0.0311,93.765,"4/4",0.226
"19576","Ska","The Slackers","What Went Wrong","1mvODtltHsJpQ7QSpsNCuD",25,0.429,0.606,235667,0.711,0,"G",0.111,-4.652,"Major",0.0354,124.408,"4/4",0.659
"19577","Indie","Christian Leave","Heartbreak","6mOYKdbTO2cuJDUs8He5Z6",50,0.762,0.557,157313,0.813,0.000351,"E",0.118,-11.279,"Major",0.034,134.858,"4/4",0.453
"19578","Opera","Gioachino Rossini","La gazza ladra (The Thieving Magpie): Overture","5o4pgCR3JIeIbzwqBfjmtn",35,0.832,0.304,610000,0.157,0.357,"G",0.119,-20.845,"Major",0.0524,159.452,"3/4",0.43
"19579","Reggae","Michael Franti & Spearhead","Life In The City","30Yf4G4r1zgyGItzMFnvuM",23,0.385,0.651,234227,0.926,4.38e-06,"A",0.109,-2.868,"Major",0.0993,173.98,"4/4",0.774
"19580","Folk","The Avett Brothers","St. Joseph's","40vchayv9Vsd9SzRYs4yrE",40,0.856,0.466,202333,0.11,0.00585,"B",0.0995,-11.376,"Major",0.0339,157.104,"4/4",0.22
"19581","Rap","Wyclef Jean","A Woman's Smoke","1caGvAIxILBEHnnlJ6jp4M",36,0.109,0.767,219793,0.688,0,"A",0.0667,-2.712,"Minor",0.0343,110,"4/4",0.162
"19582","Comedy","Chis Chas","Introducción","0hia7nNsUNBLqr1498SBlQ",14,0.254,0.604,80027,0.585,5.83e-06,"D",0.388,-12.326,"Major",0.513,110.126,"4/4",0.958
"19583","Classical","Ludwig van Beethoven","Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto","0PEV70jKys05uXEkUDy0aJ",47,0.993,0.112,303973,0.00376,0.953,"C#",0.0936,-41.816,"Minor",0.0499,63.364,"4/4",0.104
"19584","Movie","George Bruns","Sergeant Tibs' Recon / Cat Casserole - From ""101 Dalmatians""/Score Version","0zqiTbooubq3dnRq4Cv7eA",16,0.963,0.368,95293,0.129,0.0459,"G#",0.284,-17.085,"Major",0.0341,90.25,"4/4",0.0373
"19585","Rock","Blondie","Call Me","7HKxTNVlkHsfMLhigmhC0I",64,0.000646,0.554,212227,0.833,0.0025,"D",0.0737,-6.667,"Minor",0.0347,142.673,"4/4",0.773
"19586","R&B","Brandy","(Everything I Do) I Do It for You","5YKROw3C2WKsK5TW6BMeWm",0,0.308,0.571,250000,0.566,2.8e-06,"C#",0.112,-5.225,"Major",0.0294,131.828,"4/4",0.349
"19587","Country","Marty Robbins","Cool Water","1C0kmtVhqjfm1U9mXpvyNe",49,0.893,0.552,189093,0.372,1.86e-05,"E",0.303,-9.782,"Major",0.0363,126.136,"4/4",0.53
"19588","Country","Johnny Cash","The Little Drummer Boy","7FIcV2kEiO2mvvMbxU5Jkn",50,0.967,0.686,152267,0.497,0.000416,"C",0.105,-10.422,"Minor",0.0579,118.871,"4/4",0.559
"19589","Reggaeton","El Alfa","Ruleta","2eyDxA6sBWJ4CWooFj0jnb",47,0.249,0.877,242228,0.938,0.162,"C#",0.217,-2.57,"Major",0.122,122.072,"4/4",0.739
"19590","Alternative","Butthole Surfers","Pepper","1ng36571Iyov4HBxUClySn",57,0.00589,0.631,297267,0.804,0.00116,"G",0.16,-5.492,"Major",0.166,79.898,"4/4",0.671
"19591","Country","Hank Williams, Jr.","God And Guns","03q1cm3P8fQsuTNOMFyQkr",40,0.00152,0.494,290307,0.715,0.00196,"F",0.104,-5.86,"Major",0.0342,81.237,"4/4",0.254
"19592","Jazz","Karl Denson","I'm Your Biggest Fan","6Q4TofQytmgDayivXKAIiL",46,0.0318,0.637,216800,0.884,3.44e-06,"F",0.0677,-6.96,"Major",0.0664,121.926,"4/4",0.527
"19593","Blues","The Doobie Brothers","Disciple","5dnKAb5K1Lzk7d6NoDlEC5",32,0.0726,0.554,404907,0.662,0.705,"D",0.126,-15.76,"Major",0.0298,134.628,"4/4",0.754
"19594","Comedy","Andy Ritchie","Listening to Rap","12Ecn04rWMZutJp9SzHi78",13,0.861,0.606,154854,0.827,0,"D",0.565,-6.951,"Major",0.901,91.894,"4/4",0.628
"19595","Ska","The Slackers","Make Me Smile","7qa7XgZQ47VVvxqhpy9piI",16,0.123,0.702,260760,0.691,0.00665,"C#",0.101,-6.226,"Major",0.0412,129.794,"4/4",0.922
"19596","Rock","The Head and the Heart","Down in the Valley","6soFQo67vXsBPU5hRVnYLt",63,0.555,0.418,303653,0.403,0.024,"C",0.108,-10.53,"Major",0.0294,105.801,"4/4",0.149
"19597","Rock","Eric Carmen","Hungry Eyes","31H6au3jhblhr6MMJiXnCq",73,0.011,0.712,251067,0.549,0,"F",0.118,-9.484,"Major",0.0254,109.882,"4/4",0.552
"19598","Classical","Wolfgang Amadeus Mozart","Grabmusik, K. 42: VIII. Jesu, wahrer Gottessohn (Live)","7Luuy0HM8ph0HsDSBXpMj9",14,0.926,0.263,358400,0.265,3.56e-05,"C",0.131,-21.024,"Major",0.0355,101.552,"3/4",0.297
"19599","Soul","Lastlings","Deja Vu","649HM5lOHHqsoG5nldMo6L",43,0.142,0.658,230910,0.815,0.0139,"G#",0.146,-6.989,"Minor",0.043,105.035,"4/4",0.4
"19600","Soundtrack","John Powell","Rickshaw Chase","1mCCJTcgvW58Y3cdXIeH0m",22,0.0134,0.242,156413,0.826,0.404,"D",0.0945,-9.156,"Major",0.0707,85.177,"4/4",0.438
"19601","Reggae","Through The Roots","Fed Up","4w7dqwzpfLfuc0C2wvQCv3",22,0.0513,0.757,253259,0.67,4.31e-05,"C",0.191,-6.279,"Minor",0.0358,80.504,"4/4",0.727
"19602","Blues","B.B. King","Help The Poor","5qcrexsUJ4AYyxw7zn3YKi",29,0.741,0.678,158333,0.382,0,"D",0.653,-10.316,"Major",0.0422,120.643,"4/4",0.795
"19603","Dance","Maxwell","Pretty Wings - uncut","22NLm3IIR9NLG0cUYtmHMW",59,0.252,0.563,310520,0.402,2.07e-06,"A",0.0886,-10.496,"Major",0.0668,115.561,"4/4",0.2
"19604","Jazz","Jamiroquai","Space Cowboy - Remastered","6K53GM9W6Vle5KBwGFVnZM",54,0.155,0.65,386973,0.741,0.404,"A#",0.175,-8.368,"Minor",0.118,110.179,"4/4",0.751
"19605","Hip-Hop","Wiz Khalifa","Cameras","0Swx0M6iLt0Lr5nN33YCEB",52,0.225,0.75,269280,0.737,0,"G#",0.0661,-5.815,"Major",0.0279,95.012,"4/4",0.571
"19606","World","Shane & Shane","Faith to Believe","1UWQIQusuUhlSx4BAnjP5c",24,0.217,0.526,220253,0.552,0,"A",0.343,-7.494,"Major",0.0275,140.045,"4/4",0.354
"19607","Electronic","Hydraulix","Head Bang","5bBKwBoLnG5bXbkRivpG2p",33,0.00162,0.667,193500,0.877,0.271,"C",0.548,-4.875,"Major",0.199,159.832,"4/4",0.783
"19608","Reggaeton","Vico C","Mundo Artificial","0oGAanb5pxmu338SaxdZi6",32,0.000125,0.693,314773,0.878,0.13,"C",0.076,-14.805,"Major",0.0647,119.22,"4/4",0.795
"19609","Children's Music","Sing n Play","Row, Row, Row Your Boat","2r0dEl81SLu6uj8krheD5u",0,0.386,0.814,101609,0.422,0,"C",0.158,-13.02,"Major",0.275,123.919,"4/4",0.85
"19610","Anime","Hikaru Utada","俺の彼女","2z8bQKBF7DkAsjy7t13Bg5",34,0.313,0.569,304093,0.437,0,"A",0.235,-8.783,"Minor",0.0276,79.996,"4/4",0.557
"19611","Reggaeton","Tito ""El Bambino""","El Tra","14nnQDyyoTuRYfOgGQBjDD",49,0.415,0.847,157333,0.631,0,"B",0.516,-7.507,"Minor",0.135,95.981,"4/4",0.693
"19612","Dance","Empire Cast","No Apologies (feat. Jussie Smollett, Yazz)","1TVvzxDIqb8UxzDG6V8FLB",45,0.148,0.615,172933,0.908,7.33e-06,"A#",0.0892,-5.496,"Minor",0.347,149.989,"4/4",0.511
"19613","Indie","Ryan Oakes","Drinking About You","5gVS6nLLXzp7H30vyfXRD6",67,0.184,0.685,221074,0.708,0,"G#",0.111,-7.213,"Major",0.0778,140.042,"4/4",0.0947
"19614","Jazz","Kiefer","Highway 41","1uttcoeJDzivDylEajTVy5",32,0.906,0.735,214091,0.585,0.899,"F#",0.114,-7.493,"Major",0.282,87.915,"4/4",0.562
"19615","R&B","Chris Brown","Winner","1JFfJz8Ti35NieJcy95KSw",43,0.0311,0.732,244773,0.534,0,"C#",0.0595,-8.85,"Major",0.198,150.07,"3/4",0.577
"19616","Country","Cam","Hungover On Heartache","2DgD0JLwGiSPUHvRXWUYX2",39,0.0619,0.7,193480,0.737,0.00035,"F",0.271,-4.65,"Major",0.0351,128.93,"4/4",0.588
"19617","Children's Music","The Hit Crew Kids","Hush Little Baby","6TGp0tdfJFeNCwWvqWBgah",0,0.166,0.703,78801,0.618,3.16e-06,"G",0.133,-4.778,"Major",0.0313,132.47,"4/4",0.825
"19618","Dance","Bebe Rexha","Shining Star","1B3o1yfiEDSQ0G5L9TDbhp",56,0.331,0.751,186373,0.55,5.34e-05,"B",0.186,-8.425,"Minor",0.0457,130.092,"4/4",0.57
"19619","Comedy","Tom Cotter","Rat Dogs","4FRe7orEPrNX37JLUrZPX4",10,0.809,0.532,297587,0.898,0,"A#",0.459,-7.358,"Minor",0.933,85.485,"4/4",0.53
"19620","Movie","Riders In The Sky","Udder Fantastic","0TsGX6MJPGFm0o2tfpQdRK",0,0.609,0.725,111400,0.155,0,"B",0.123,-18.163,"Minor",0.765,91.95,"4/4",0.614
"19621","Rap","Playboi Carti","Long Time - Intro","4IO2X2YoXoUMv0M2rwomLC",66,0.284,0.472,211773,0.86,0,"E",0.83,-3.967,"Minor",0.0451,144.073,"4/4",0.366
"19622","Rock","Rage Against The Machine","Calm Like a Bomb","1hR0fIFK2qRG3f3RF70pb7",56,0.0234,0.315,298893,0.97,2.03e-06,"G",0.122,-5.424,"Major",0.483,149.749,"4/4",0.37
"19623","Pop","Yuna","Crush","3Txcx4jhuiTZSvhAL0WaRc",65,0.366,0.678,243133,0.414,3.78e-06,"A",0.0885,-10.144,"Minor",0.0498,130.031,"4/4",0.355
"19624","Anime","luz","Ikki Tousen","4SGqbwkw9sFuVLqXPmqIXd",21,0.0296,0.582,206920,0.921,0,"F#",0.0783,-4.998,"Major",0.367,136.163,"4/4",0.692
"19625","Electronic","Lit Lords","Hard City (Feat. Milano The Don)","3eJ5R2o4b2YuSvtyD1YiKM",27,0.0571,0.612,204828,0.981,0.000181,"B",0.363,-4.546,"Major",0.306,108.597,"3/4",0.483
"19626","Comedy","John Heffron","80s Super Church (Bonus)","4QnKxZFGiBZmutx808NNtR",16,0.85,0.457,263246,0.689,0,"C#",0.947,-12.094,"Minor",0.931,84.887,"4/4",0.336
"19627","Electronic","PAAX (Tulum)","Sera El Sol","4hou7UGxWn6JZ6nKhncBcJ",50,0.272,0.743,194213,0.734,0.924,"F#",0.0622,-7.974,"Minor",0.0464,107.995,"4/4",0.455
"19628","Classical","Ricardo Cobo","Morning's Rag","4VKlfCoDznjfJk83ACH7qF",35,0.991,0.385,137533,0.196,0.897,"A",0.106,-17.33,"Major",0.0352,163.72,"4/4",0.79
"19629","Soul","Martha Reeves & The Vandellas","(Love Is Like A) Heat Wave - Single Version","4y5c6RsmHzrNHqL1n8hMyI",47,0.517,0.51,165933,0.666,0.0139,"C",0.339,-8.162,"Minor",0.092,167.134,"4/4",0.701
"19630","R&B","Jamie Foxx","Can I Take U Home - Main","5OuOBdPWbiZEiCXUVGhx2W",45,0.445,0.791,255693,0.56,0.000624,"C#",0.067,-6.316,"Minor",0.0351,122.027,"4/4",0.804
"19631","Folk","Phillip Phillips","So Easy","3qLntYODa6fXfUFFcCytbt",48,0.191,0.565,220480,0.724,0,"G",0.104,-7.591,"Major",0.0279,89.982,"4/4",0.402
"19632","Children’s Music","Can't Swim","My Queen","6K7R3QbTfDpRd7QMRyqTET",46,4.43e-05,0.423,184600,0.904,0,"E",0.282,-6.07,"Major",0.062,76.564,"4/4",0.506
"19633","Soul","Leon Bridges","Coming Home","5EA06TsQmqmQXZiEhr1AaM",69,0.461,0.427,206387,0.465,5.52e-05,"F#",0.154,-6.595,"Major",0.0291,112.137,"3/4",0.458
"19634","R&B","Kyle Dion","Fly Little Bird","0nzIhhkAhIaxxQplsoaLNq",29,0.224,0.538,166979,0.504,6.1e-06,"C",0.442,-7.256,"Minor",0.0743,107.356,"4/4",0.488
"19635","Anime","Kevin Penkin","Brawl","2REsUwxtOthJ5ZgfBxiksk",21,0.0311,0.19,138160,0.938,0.941,"C#",0.0881,-8.917,"Minor",0.162,76.633,"4/4",0.0723
